mjd,w1mpro_ep,w1sigmpro_ep,w2mpro_ep,w2sigmpro_ep,w1_w2,err_w1_w2
56801.25826387066,9.711,0.016351705136454807,9.633,0.019514010612108473,0.07800000000000118,0.025459278682614807
56991.54447680368,9.722,0.02000249153915782,9.632,0.02276271983180863,0.08999999999999986,0.030302492998357314
57161.0385048239,9.648499999999999,0.016051000448091032,9.5195,0.019336892912494852,0.12899999999999778,0.025130659420196523
57353.927193168194,9.655000000000001,0.053144568007423065,9.549,0.023393487453889007,0.10600000000000165,0.05806548341270292
57519.27576790277,9.6085,0.023425015601536082,9.463000000000001,0.033200609072793076,0.1454999999999984,0.04063264449597932
57720.51602223799,9.561499999999999,0.022842406298932943,9.410499999999999,0.01964794640941547,0.1509999999999998,0.03013000703008205
57882.45403538133,9.697,0.015744637722769916,9.59,0.019588957928570107,0.10699999999999932,0.02513206895081579
58084.81543945399,9.695,0.018031287507899858,9.595,0.031618078300228177,0.09999999999999964,0.03639821705237642
58242.92196698572,9.6155,0.015171912764609812,9.4925,0.01835712245843906,0.12300000000000111,0.02381534971171026
58449.54329769292,9.7265,0.027663461730492653,9.651,0.03349649235367779,0.0754999999999999,0.04344286034453102
58607.79313863667,9.659,0.02608679423258708,9.567,0.0322241632042612,0.09200000000000053,0.041459830288463555
58815.99834467474,9.646,0.063546139474442,9.549,0.10333311080229574,0.09700000000000131,0.12130887696366151
58973.28632543167,9.658999999999999,0.01886213137479433,9.561499999999999,0.02360969163854122,0.09750000000000014,0.030219158480457458
59180.24111581238,9.613,0.02242580910349913,9.495,0.06561514021753574,0.11800000000000033,0.06934164361848845
59338.29828639534,9.607,0.009121812806656015,9.494,0.01668956214872486,0.11299999999999955,0.019019699093198693
59545.992849388,9.5735,0.03708255025251511,9.452,0.03639979004674546,0.12149999999999928,0.05196210396700136
59703.40101372688,9.6445,0.025979158313284137,9.5375,0.021372939179787307,0.1070000000000011,0.033641034405166075
59911.49481520332,9.684,0.06088586023486591,9.59,0.049904789589297865,0.09399999999999942,0.07872468482307007
