mjd,w1mpro_ep,w1sigmpro_ep,w2mpro_ep,w2sigmpro_ep,w1_w2,err_w1_w2
55269.29402825,9.937000000000001,0.01683176154540306,9.8995,0.021872630656393152,0.03750000000000142,0.027599278406369592
55460.717360769995,9.932,0.03466074418560572,9.904,0.04540964497299745,0.02800000000000047,0.057126202780104975
56734.044295453634,9.958,0.016246466521019035,9.941,0.020113837873176537,0.01699999999999946,0.025855640553020982
56925.496528086995,9.9595,0.015091491165224737,9.937000000000001,0.01772122080068585,0.022499999999999076,0.023276485393132637
57093.132921635,9.9645,0.010699980529577331,9.9405,0.010582702383776569,0.023999999999999133,0.015049357895834767
57287.40489923846,9.967,0.011510359338136539,9.948,0.013314175945434744,0.019000000000000128,0.017599876510902574
57452.1739512625,9.968,0.01423157364602405,9.9515,0.016538184255278386,0.016500000000000625,0.021818552355821964
57652.136847618,9.972,0.018114220932736923,9.96,0.03341078720644589,0.011999999999998678,0.0380053378060821
57816.90812876076,9.966,0.012569255153556806,9.949,0.03233037290301789,0.01699999999999946,0.03468773828261808
58018.59254622636,9.976,0.019139210857953587,9.961,0.015799810777935023,0.015000000000000568,0.024818207285856896
58174.6824841775,9.9785,0.01921059957518728,9.963,0.023085488622644118,0.01550000000000118,0.030033097092781104
58382.759277253346,9.9855,0.009653797843744356,9.9835,0.010970968486542755,0.002000000000000668,0.01461362249206532
58540.36310342416,9.9825,0.03309722753627895,9.9845,0.016268591260812284,-0.002000000000000668,0.0368794459312989
58748.52871702392,9.984,0.021509142920318063,9.994,0.017409512232487098,-0.009999999999999787,0.02767190534350294
58904.66745567182,9.987,0.009616309284508323,9.993,0.013750151514317032,-0.006000000000000227,0.01677915584652565
59114.09446678111,9.991,0.01300689472336981,9.985,0.01644632121422548,0.006000000000000227,0.020968089846867512
59271.70307602832,9.968499999999999,0.011751066481463426,9.965499999999999,0.01404457190518853,0.0030000000000001137,0.01831222442664419
59478.78079017769,9.976,0.030225472461491223,9.976,0.03384311190147797,0.0,0.045375493481573555
59635.918240989995,9.969,0.012254287721755444,9.95,0.010404326023342538,0.019000000000000128,0.016075371459707208
59845.39103443333,9.9635,0.014540469653073748,9.9575,0.017266055330232854,0.006000000000000227,0.022573035338620744
