mjd,w1mpro_ep,w1sigmpro_ep,w2mpro_ep,w2sigmpro_ep,w1_w2,err_w1_w2
55298.51114342727,7.7430794999999994,0.018524849689894263,7.6205321,0.033716351253740215,0.1225473999999993,0.03847027941019879
55478.27487063847,7.814445,0.02599485041779847,7.6371253,0.017991411388957494,0.17731969999999997,0.03161365420210746
56942.959337541535,7.809146,0.02064935454642314,7.716881949999999,0.013108823909852223,0.09226405000000071,0.02445888606382963
57124.04558942305,7.795235,0.10626221224523816,7.69610922,0.07883446573816973,0.09912577999999961,0.1323122471257846
57301.983929913076,7.810896,0.031249171532081097,7.71272617,0.024285972839538723,0.09816982999999979,0.0395767507282273
57489.56225157539,7.714938,0.03602989317326721,7.5864385,0.017512933853597833,0.1284995000000002,0.040060654690575646
57660.96105145454,7.658348,0.042157014506580964,7.54555166,0.011584789649754542,0.11279634000000005,0.043719803560138944
57854.36714691692,7.586982,0.038063138687468315,7.45843824,0.022022596463491136,0.12854375999999945,0.043974961986739905
58021.86189191539,7.5930089999999995,0.03842327840961701,7.46834939,0.020261591868228415,0.12465960999999925,0.043438236943706646
58220.956829600844,7.552518,0.04120002088632083,7.4098982,0.030776883079930435,0.1426198000000003,0.05142624090042924
58385.0528055246,7.5214,0.05221971255667791,7.3811535,0.017888696445666458,0.14024649999999994,0.05519876665313514
58585.09095104166,7.502915,0.04843930613754455,7.3649837,0.021137668944428353,0.13793129999999998,0.052850425045509436
58749.28446687667,7.488235,0.050075460810711236,7.3119328999999995,0.030335053523853715,0.1763021000000009,0.058547136972700434
58949.55381825287,7.47658,0.0688029257572264,7.2636997,0.029073389703190778,0.21288030000000013,0.0746934038693378
59113.65701512076,7.43721,0.046374618287544286,7.2667227,0.021176718636553387,0.17048730000000045,0.050980963442516306
59316.25404940833,7.436529999999999,0.04091347599100693,7.2392161,0.02000255587805076,0.19731389999999926,0.045541352190303294
59480.42367990001,7.3954450000000005,0.0700273665189788,7.2269342000000005,0.01645473223004213,0.16851079999999996,0.07193462500316367
59680.522273051545,7.33232,0.08547710585653,7.1141467,0.032351518745121446,0.21817330000000013,0.09139450963118287
59844.6677768225,7.39353,0.10258135179770271,7.1203685,0.022659865904464428,0.2731615000000005,0.10505428720167662
