mjd,w1mpro_ep,w1sigmpro_ep,w2mpro_ep,w2sigmpro_ep,w1_w2,err_w1_w2
55237.23391814999,10.907,0.021840554847932826,10.7295,0.02546939069830611,0.1775000000000002,0.03355144853219491
55427.535133311765,11.043,0.04485332220494391,10.843,0.020259021619744022,0.1999999999999993,0.049216343523363966
56701.88961121751,11.130500000000001,0.03132232582740506,11.002,0.021242886410474292,0.12850000000000072,0.037846377875385105
56892.42946479471,11.144,0.023890169134371253,11.079,0.01796468889094258,0.0649999999999995,0.029890972353157408
57061.070821083995,11.028,0.024123812578722648,10.935,0.02360786650561097,0.09299999999999997,0.03375336567336783
57254.228921582,10.929,0.015834262868760326,10.764,0.019834185248167074,0.16500000000000092,0.02537949536644908
57420.580563703574,11.121,0.12991044660815776,10.9765,0.1564659517321485,0.14450000000000074,0.20336744623803002
57619.115062546494,11.1705,0.017038237772485434,11.052,0.03517662440397877,0.11850000000000094,0.03908575764713208
57785.10338578601,11.309,0.13575780243158303,11.236,0.20291807799407977,0.07299999999999862,0.2441432515918967
57985.43269684625,11.329,0.03417304237841338,11.3235,0.032414146821305306,0.005500000000001393,0.04710067663579764
58142.57155884728,11.3315,0.09428701053906699,11.3305,0.11869643729912112,0.0009999999999994458,0.15158787743054628
58349.56175502125,11.064499999999999,0.058213481991120565,10.9515,0.05033738352195615,0.11299999999999955,0.07695883097713362
58508.55361823875,10.9925,0.07812852097328908,10.907,0.1173169223683123,0.08549999999999969,0.14095150252284042
58714.16212707263,11.17,0.03542978455350594,11.033,0.028637282443001694,0.13700000000000045,0.045556158521412905
58872.849190137495,11.066500000000001,0.022965224038783313,10.956,0.025100306020422156,0.11050000000000182,0.03402097702110202
59081.02122629353,11.263,0.03464577145581802,11.22,0.029897102446455492,0.04299999999999926,0.045762060863368356
59239.66408773235,11.346,0.10777074706665,11.321,0.1682505173261494,0.025000000000000355,0.19980683297580376
59445.163538176246,11.385,0.040469016851427564,11.4305,0.0335889303897242,-0.04550000000000054,0.05259237178191212
59603.97999772133,11.297,0.14501207393628118,11.279,0.1423639661054214,0.018000000000000682,0.2032141737984018
59810.93125243533,11.222000000000001,0.0338074994619173,11.1365,0.06115339058046727,0.08550000000000146,0.06987620624615164
