mjd,w1mpro_ep,w1sigmpro_ep,w2mpro_ep,w2sigmpro_ep,w1_w2,err_w1_w2
55215.83706980001,7.9355862,0.035298967053005295,7.736608500000001,0.031749661392462464,0.19897769999999948,0.04747692148344472
55392.1126528,7.942102500000001,0.029654772489344332,7.7539034,0.03043803132386266,0.18819910000000117,0.04249563839110101
55579.48929980834,7.942209999999999,0.024526112345227738,7.766705,0.05697330516665325,0.17550499999999936,0.06202812014226556
56677.027695342804,8.006317,0.03020208786692344,7.8387357,0.024292609299469952,0.16758129999999927,0.0387594759781148
56856.35895473549,8.0160955,0.015192488848366851,7.8485111,0.011815979617718388,0.16758440000000085,0.019246534538302926
57042.82857494143,8.024047,0.01916339250293816,7.87272621,0.012798265443486683,0.15132078999999976,0.023044114445636914
57215.12981499349,8.041946999999999,0.028344446037041223,7.8968154,0.009304879075544791,0.14513159999999825,0.029832673292168325
57405.70624490092,8.0514422,0.03918816624755292,7.89344122905,0.025245257891835817,0.15800097095000076,0.04661582799727088
57574.770701761816,8.0547772,0.02565528854072439,7.9234687,0.026514312190790347,0.13130850000000027,0.036894479005110205
57770.29576243148,8.0657803,0.021725263555584327,7.9347394,0.023699835681023386,0.13104090000000035,0.032150727641332005
57935.92611046128,8.0753986,0.016201763041645178,7.9505973,0.02100693365097251,0.12480129999999967,0.026529010292017697
58137.190994788,8.077327200000001,0.015083868965120659,7.9446265,0.01863917495734193,0.1327007000000009,0.02397794707741538
58297.880982424336,8.0898992,0.012333729619116017,7.9807825,0.021382729708015916,0.10911669999999951,0.02468485398140986
58501.235945220804,8.083122300000001,0.02895398860988142,7.9777447,0.01511308945856551,0.10537760000000151,0.03266096951108076
58662.08764252666,8.104469400000001,0.03646367149047717,8.01127273,0.049857900552568266,0.09319667000000109,0.061769001821910835
58867.24221715383,8.10885095,0.030594749810026488,8.00160492,0.02900780838415981,0.10724603000000066,0.04216030909742299
59026.25359398863,8.1132364,0.011393126907181255,8.02551121,0.011499183130673758,0.08772519000000045,0.016187481379013522
59232.4108434825,8.11323645,0.03225739698205498,8.019920509999999,0.02674236906350373,0.09331594000000187,0.0419010019353539
59393.196290275235,8.1278753,0.030833750367863746,8.05485087,0.0400592256528589,0.07302443000000025,0.050551574868191854
59597.00962833001,8.12055265,0.03762284526056512,8.036669920000001,0.0484007947995624,0.08388272999999913,0.061303469907744816
59757.428127948,8.1337366,0.01867494247353725,8.05887929,0.018197791576328438,0.07485731000000051,0.026075143233459254
